year,state_min_wage,state,lh_employment,federal_min_wage,eff_min_wage,log_min_wage,log_employment,minwage_change
2023,13.0,RI,59.30833333333334,7.25,13.0,2.5649493574615367,4.082749824517225,0.75
2000,5.15,SD,38.56666666666667,5.15,5.15,1.6389967146756448,3.6523883455315214,
2001,5.15,SD,38.55833333333333,5.15,5.15,1.6389967146756448,3.6521722461249535,0.0
2002,5.15,SD,39.34166666666667,5.15,5.15,1.6389967146756448,3.672284177764241,0.0
2003,5.15,SD,39.75,5.15,5.15,1.6389967146756448,3.6826098411003407,0.0
2004,5.15,SD,40.699999999999996,5.15,5.15,1.6389967146756448,3.706228092448549,0.0
2005,5.15,SD,41.61666666666667,5.15,5.15,1.6389967146756448,3.7285007280576727,0.0
2006,5.15,SD,42.525,5.15,5.15,1.6389967146756448,3.7500921382819254,0.0
2007,5.15,SD,43.11666666666667,5.85,5.85,1.766441661243765,3.7639096199639286,0.6999999999999993
2008,5.85,SD,43.24166666666667,6.55,6.55,1.8794650496471605,3.7668045365856937,0.7000000000000002
2009,6.55,SD,42.90833333333333,7.25,7.25,1.9810014688665833,3.7590660572640955,0.7000000000000002
2010,7.25,SD,42.96666666666667,7.25,7.25,1.9810014688665833,3.760424621277032,0.0
2011,7.25,SD,43.375,7.25,7.25,1.9810014688665833,3.769883238267023,0.0
2012,7.25,SD,44.375,7.25,7.25,1.9810014688665833,3.7926762477955798,0.0
2013,7.25,SD,44.675000000000004,7.25,7.25,1.9810014688665833,3.799414061045492,0.0
2014,7.25,SD,45.425000000000004,7.25,7.25,1.9810014688665833,3.816062614282235,0.0
2015,8.5,SD,46.11666666666667,7.25,8.5,2.1400661634962708,3.8311744175648252,1.25
2016,8.55,SD,46.725,7.25,8.55,2.145931282948669,3.8442793533416264,0.05000000000000071
2017,8.65,SD,47.00833333333333,7.25,8.65,2.157559320943788,3.85032489095793,0.09999999999999964
2018,8.85,SD,47.35,7.25,8.85,2.180417459019838,3.8575668196320874,0.1999999999999993
2019,9.1,SD,47.416666666666664,7.25,9.1,2.2082744135228043,3.8589737843383305,0.25
2020,9.3,SD,40.983333333333334,7.25,9.3,2.2300144001592104,3.713165479994092,0.20000000000000107
2021,9.45,SD,45.65833333333333,7.25,9.45,2.2460147415056513,3.8211861387563695,0.14999999999999858
2022,9.95,SD,48.275,7.25,9.95,2.2975725511705014,3.8769138283145783,0.5
2023,10.8,SD,49.36666666666667,7.25,10.8,2.379546134130174,3.8992754326056436,0.8500000000000014
2000,3.35,TX,819.0500000000001,5.15,5.15,1.6389967146756448,6.708145132050641,
2001,3.35,TX,835.7833333333333,5.15,5.15,1.6389967146756448,6.728369408840276,0.0
2002,5.15,TX,846.9583333333334,5.15,5.15,1.6389967146756448,6.741651500211017,0.0
2003,5.15,TX,858.8416666666667,5.15,5.15,1.6389967146756448,6.755584582138676,0.0
2004,5.15,TX,884.725,5.15,5.15,1.6389967146756448,6.785276862256696,0.0
2005,5.15,TX,906.85,5.15,5.15,1.6389967146756448,6.809977056063432,0.0
2006,5.15,TX,940.7583333333333,5.15,5.15,1.6389967146756448,6.846686287614843,0.0
2007,5.15,TX,980.5083333333333,5.85,5.85,1.766441661243765,6.888071144665387,0.6999999999999993
2008,5.85,TX,1006.3583333333332,6.55,6.55,1.8794650496471605,6.914093483393288,0.7000000000000002
2009,6.55,TX,1005.5,7.25,7.25,1.9810014688665833,6.913240209212707,0.7000000000000002
2010,7.25,TX,1007.9333333333334,7.25,7.25,1.9810014688665833,6.915657308877991,0.0
2011,7.25,TX,1041.7666666666667,7.25,7.25,1.9810014688665833,6.948673268894687,0.0
2012,7.25,TX,1086.875,7.25,7.25,1.9810014688665833,6.9910618851085475,0.0
2013,7.25,TX,1140.0249999999999,7.25,7.25,1.9810014688665833,7.0388054709726475,0.0
2014,7.25,TX,1188.325,7.25,7.25,1.9810014688665833,7.080300031532977,0.0
2015,7.25,TX,1241.9833333333333,7.25,7.25,1.9810014688665833,7.124464843187067,0.0
2016,7.25,TX,1289.8999999999999,7.25,7.25,1.9810014688665833,7.162319974971091,0.0
2017,7.25,TX,1319.95,7.25,7.25,1.9810014688665833,7.185349136075119,0.0
2018,7.25,TX,1356.9083333333333,7.25,7.25,1.9810014688665833,7.212964106582922,0.0
2019,7.25,TX,1396.8583333333333,7.25,7.25,1.9810014688665833,7.241980946336272,0.0
2020,7.25,TX,1178.5083333333334,7.25,7.25,1.9810014688665833,7.07200479348681,0.0
2021,7.25,TX,1296.9166666666667,7.25,7.25,1.9810014688665833,7.16774493141701,0.0
2022,7.25,TX,1410.6333333333332,7.25,7.25,1.9810014688665833,7.251794055101242,0.0
2023,7.25,TX,1484.625,7.25,7.25,1.9810014688665833,7.302917494094404,0.0
2000,5.15,UT,97.14999999999999,5.15,5.15,1.6389967146756448,4.576256175823449,
2001,5.15,UT,98.7,5.15,5.15,1.6389967146756448,4.592084946439436,0.0
2002,5.15,UT,100.90833333333335,5.15,5.15,1.6389967146756448,4.61421251397232,0.0
2003,5.15,UT,99.63333333333333,5.15,5.15,1.6389967146756448,4.601496780621782,0.0
2004,5.15,UT,102.0,5.15,5.15,1.6389967146756448,4.624972813284271,0.0
2005,5.15,UT,104.19166666666666,5.15,5.15,1.6389967146756448,4.646232151712954,0.0
2006,5.15,UT,108.50833333333333,5.15,5.15,1.6389967146756448,4.686826974946682,0.0
2007,5.15,UT,113.09166666666665,5.85,5.85,1.766441661243765,4.728198699299325,0.6999999999999993
2008,5.85,UT,114.875,6.55,6.55,1.8794650496471605,4.743844580675851,0.7000000000000002
2009,6.55,UT,110.90833333333335,7.25,7.25,1.9810014688665833,4.70870403430451,0.7000000000000002
2010,7.25,UT,110.73333333333333,7.25,7.25,1.9810014688665833,4.7071249085110844,0.0
2011,7.25,UT,113.48333333333333,7.25,7.25,1.9810014688665833,4.731655983260866,0.0
2012,7.25,UT,118.56666666666666,7.25,7.25,1.9810014688665833,4.775475390286299,0.0
2013,7.25,UT,123.64166666666667,7.25,7.25,1.9810014688665833,4.817387597168747,0.0
2014,7.25,UT,128.18333333333334,7.25,7.25,1.9810014688665833,4.853461530834953,0.0
2015,7.25,UT,133.42499999999998,7.25,7.25,1.9810014688665833,4.893539522220008,0.0
2016,7.25,UT,138.60833333333332,7.25,7.25,1.9810014688665833,4.9316522100084885,0.0
2017,7.25,UT,143.21666666666667,7.25,7.25,1.9810014688665833,4.964358635091123,0.0
2018,7.25,UT,148.64166666666668,7.25,7.25,1.9810014688665833,5.001538487776258,0.0
2019,7.25,UT,153.725,7.25,7.25,1.9810014688665833,5.035165291839533,0.0
2020,7.25,UT,133.30833333333334,7.25,7.25,1.9810014688665833,4.89266474085955,0.0
2021,7.25,UT,148.45000000000002,7.25,7.25,1.9810014688665833,5.000248201209769,0.0
2022,7.25,UT,162.82500000000002,7.25,7.25,1.9810014688665833,5.092676004432465,0.0
2023,7.25,UT,172.125,7.25,7.25,1.9810014688665833,5.148220957048819,0.0
2000,5.15,VA,297.175,5.15,5.15,1.6389967146756448,5.694321190866688,
2001,5.15,VA,301.15000000000003,5.15,5.15,1.6389967146756448,5.70760847948973,0.0
2002,5.15,VA,304.0083333333333,5.15,5.15,1.6389967146756448,5.717055113311214,0.0
2003,5.15,VA,309.9583333333333,5.15,5.15,1.6389967146756448,5.736437879843396,0.0
2004,5.15,VA,321.65833333333336,5.15,5.15,1.6389967146756448,5.77348990559954,0.0
2005,5.15,VA,331.21666666666664,5.15,5.15,1.6389967146756448,5.802772743306184,0.0
2006,5.15,VA,340.60833333333335,5.15,5.15,1.6389967146756448,5.830733234556805,0.0
2007,5.15,VA,347.125,5.85,5.85,1.766441661243765,5.849684945626963,0.6999999999999993
2008,5.85,VA,351.2083333333333,6.55,6.55,1.8794650496471605,5.861379589649537,0.7000000000000002
2009,6.55,VA,343.3833333333334,7.25,7.25,1.9810014688665833,5.838847413020359,0.7000000000000002
2010,7.25,VA,343.23333333333335,7.25,7.25,1.9810014688665833,5.8384104879945955,0.0
2011,7.25,VA,351.1666666666667,7.25,7.25,1.9810014688665833,5.861260944576134,0.0
2012,7.25,VA,360.8333333333333,7.25,7.25,1.9810014688665833,5.888416171208535,0.0
2013,7.25,VA,368.10833333333335,7.25,7.25,1.9810014688665833,5.9083772789044176,0.0
2014,7.25,VA,373.30833333333334,7.25,7.25,1.9810014688665833,5.922404709093108,0.0
2015,7.25,VA,388.0833333333333,7.25,7.25,1.9810014688665833,5.961220093194377,0.0
2016,7.25,VA,401.43333333333334,7.25,7.25,1.9810014688665833,5.995041475598325,0.0
2017,7.25,VA,406.51666666666665,7.25,7.25,1.9810014688665833,6.007624928557376,0.0
2018,7.25,VA,410.8666666666666,7.25,7.25,1.9810014688665833,6.018268749860033,0.0
2019,7.25,VA,414.76666666666665,7.25,7.25,1.9810014688665833,6.027716113113476,0.0
2020,7.25,VA,324.89166666666665,7.25,7.25,1.9810014688665833,5.7834917934284995,0.0
2021,9.5,VA,356.6583333333333,7.25,9.5,2.2512917986064953,5.876778274028907,2.25
2022,11.0,VA,390.56666666666666,7.25,11.0,2.3978952727983707,5.967598676006,1.5
2023,12.0,VA,411.68333333333334,7.25,12.0,2.4849066497880004,6.020254445404398,1.0
2000,5.75,VT,32.93333333333333,5.15,5.75,1.749199854809259,3.4944853160857123,
2001,6.25,VT,32.858333333333334,5.15,6.25,1.8325814637483102,3.492205391095581,0.5
2002,6.25,VT,33.03333333333333,5.15,6.25,1.8325814637483102,3.4975171526678324,0.0
2003,6.25,VT,32.8,5.15,6.25,1.8325814637483102,3.490428515390098,0.0
2004,6.75,VT,33.13333333333333,5.15,6.75,1.9095425048844386,3.500539824994419,0.5
2005,7.0,VT,33.15833333333333,5.15,7.0,1.9459101490553132,3.5012940676448827,0.25
2006,7.25,VT,33.266666666666666,5.15,7.25,1.9810014688665833,3.5045558946493087,0.25
2007,7.53,VT,32.84166666666667,5.85,7.53,2.018895041811802,3.491698034412958,0.28000000000000025
2008,7.68,VT,32.775,6.55,7.68,2.038619547159581,3.4896660296497637,0.14999999999999947
2009,8.06,VT,31.78333333333333,7.25,8.06,2.086913556518537,3.4589420433783182,0.3800000000000008
2010,8.06,VT,32.475,7.25,8.06,2.086913556518537,3.4804705625566634,0.0
2011,8.15,VT,32.699999999999996,7.25,8.15,2.0980179272527715,3.4873750779032076,0.08999999999999986
2012,8.46,VT,33.40833333333333,7.25,8.46,2.135349173618132,3.508805369860461,0.3100000000000005
2013,8.6,VT,34.225,7.25,8.6,2.151762203259462,3.5329563711745124,0.1399999999999988
2014,8.73,VT,35.175,7.25,8.73,2.166765369851511,3.5603356030004525,0.13000000000000078
2015,9.15,VT,36.141666666666666,7.25,9.15,2.21375387928743,3.5874464010533202,0.41999999999999993
2016,9.6,VT,36.28333333333333,7.25,9.6,2.2617630984737906,3.5913584990124465,0.4499999999999993
2017,10.0,VT,37.35,7.25,10.0,2.302585092994046,3.6203329115788265,0.40000000000000036
2018,10.5,VT,37.18333333333333,7.25,10.5,2.3513752571634776,3.6158606322104316,0.5
2019,10.78,VT,37.19166666666667,7.25,10.78,2.377692565480851,3.616084721847224,0.27999999999999936
2020,10.96,VT,25.96666666666667,7.25,10.96,2.3942522815198695,3.2568136642085928,0.1800000000000015
2021,11.75,VT,29.516666666666666,7.25,11.75,2.463853240590168,3.384955075560733,0.7899999999999991
2022,12.55,VT,33.175000000000004,7.25,12.55,2.529720665577793,3.5017965802182713,0.8000000000000007
2023,13.18,VT,34.71666666666667,7.25,13.18,2.578700529074361,3.547219879038871,0.629999999999999
2000,6.5,WA,251.89166666666665,5.15,6.5,1.8718021769015913,5.528999100900535,
2001,6.72,WA,247.14166666666665,5.15,6.72,1.9050881545350582,5.509961721469225,0.21999999999999975
2002,6.9,WA,245.58333333333334,5.15,6.9,1.9315214116032138,5.503636332949695,0.1800000000000006
2003,7.01,WA,249.01666666666665,5.15,7.01,1.9473377010464987,5.517519828628984,0.10999999999999943
2004,7.16,WA,255.66666666666666,5.15,7.16,1.9685099809725544,5.543874512699147,0.15000000000000036
2005,7.35,WA,263.53333333333336,5.15,7.35,1.9947003132247452,5.574179862194476,0.1899999999999995
2006,7.63,WA,271.775,5.15,7.63,2.0320878452963655,5.604974518090064,0.28000000000000025
2007,7.93,WA,280.65000000000003,5.85,7.93,2.0706530356467567,5.637108341388209,0.2999999999999998
2008,8.07,WA,283.78333333333336,6.55,8.07,2.0881534822818573,5.648211036198544,0.14000000000000057
2009,8.55,WA,269.7083333333333,7.25,8.55,2.145931282948669,5.597341128197565,0.4800000000000004
2010,8.55,WA,266.55,7.25,8.55,2.145931282948669,5.58556184326877,0.0
2011,8.67,WA,270.9916666666667,7.25,8.67,2.1598687907924505,5.602088070099398,0.11999999999999922
2012,9.04,WA,277.425,7.25,9.04,2.201659174404085,5.6255506263866275,0.3699999999999992
2013,9.19,WA,287.55833333333334,7.25,9.19,2.2181159363675955,5.661425738207003,0.15000000000000036
2014,9.32,WA,297.01666666666665,7.25,9.32,2.2321626286975,5.6937882539509985,0.13000000000000078
2015,9.47,WA,310.0083333333333,7.25,9.47,2.248128907197987,5.736599178838315,0.15000000000000036
2016,9.47,WA,323.19166666666666,7.25,9.47,2.248128907197987,5.7782455424861485,0.0
2017,11.0,WA,331.5,7.25,11.0,2.3978952727983707,5.803627809625917,1.5299999999999994
2018,11.5,WA,342.05833333333334,7.25,11.5,2.4423470353692043,5.834981287820142,0.5
2019,12.0,WA,347.5333333333333,7.25,12.0,2.4849066497880004,5.850860583665896,0.5
2020,13.5,WA,261.8,7.25,13.5,2.6026896854443837,5.5675808534758,1.5
2021,13.69,WA,283.3833333333333,7.25,13.69,2.6166656393003573,5.646800515835385,0.1899999999999995
2022,14.49,WA,326.7083333333333,7.25,14.49,2.673458756332591,5.789067825882976,0.8000000000000007
2023,15.74,WA,341.98333333333335,7.25,15.74,2.756205242989257,5.834762002931647,1.25
2000,5.15,WI,236.75833333333333,5.15,5.15,1.6389967146756448,5.467039930320357,
2001,5.15,WI,238.57500000000002,5.15,5.15,1.6389967146756448,5.474683726303318,0.0
2002,5.15,WI,240.3166666666667,5.15,5.15,1.6389967146756448,5.4819574980845465,0.0
2003,5.15,WI,245.34166666666667,5.15,5.15,1.6389967146756448,5.502651796875192,0.0
2004,5.15,WI,250.9,5.15,5.15,1.6389967146756448,5.525054453372377,0.0
2005,5.15,WI,255.14166666666665,5.15,5.15,1.6389967146756448,5.541818946450126,0.0
2006,5.7,WI,259.53333333333336,5.15,5.7,1.7404661748405046,5.558885146508246,0.5499999999999998
2007,6.5,WI,261.9916666666667,5.85,6.5,1.8718021769015913,5.56831269663948,0.7999999999999998
2008,6.5,WI,259.44166666666666,6.55,6.55,1.8794650496471605,5.558531886071346,0.04999999999999982
2009,6.5,WI,252.61666666666667,7.25,7.25,1.9810014688665833,5.531873188209556,0.7000000000000002
2010,7.25,WI,251.5,7.25,7.25,1.9810014688665833,5.527442989539794,0.0
2011,7.25,WI,252.475,7.25,7.25,1.9810014688665833,5.531312233912621,0.0
2012,7.25,WI,256.94166666666666,7.25,7.25,1.9810014688665833,5.548849081181113,0.0
2013,7.25,WI,261.1333333333333,7.25,7.25,1.9810014688665833,5.565031132563621,0.0
2014,7.25,WI,264.0416666666667,7.25,7.25,1.9810014688665833,5.576106918975571,0.0
2015,7.25,WI,270.8333333333333,7.25,7.25,1.9810014688665833,5.601503625535782,0.0
2016,7.25,WI,275.9166666666667,7.25,7.25,1.9810014688665833,5.620098887759246,0.0
2017,7.25,WI,280.35833333333335,7.25,7.25,1.9810014688665833,5.636068546876736,0.0
2018,7.25,WI,282.5083333333333,7.25,7.25,1.9810014688665833,5.643708048676497,0.0
2019,7.25,WI,285.65833333333336,7.25,7.25,1.9810014688665833,5.654796457975585,0.0
2020,7.25,WI,227.6833333333333,7.25,7.25,1.9810014688665833,5.427955774665386,0.0
2021,7.25,WI,250.20833333333334,7.25,7.25,1.9810014688665833,5.522293904166139,0.0
2022,7.25,WI,269.925,7.25,7.25,1.9810014688665833,5.598144142633204,0.0
2023,7.25,WI,284.0083333333333,7.25,7.25,1.9810014688665833,5.649003580453721,0.0
2000,5.15,WV,62.041666666666664,5.15,5.15,1.6389967146756448,4.127806202336063,
2001,5.15,WV,62.958333333333336,5.15,5.15,1.6389967146756448,4.142473131924794,0.0
2002,5.15,WV,64.375,5.15,5.15,1.6389967146756448,4.1647253589839,0.0
2003,5.15,WV,66.39166666666667,5.15,5.15,1.6389967146756448,4.19557154659832,0.0
2004,5.15,WV,68.19166666666666,5.15,5.15,1.6389967146756448,4.222322367745336,0.0
2005,5.15,WV,69.28333333333333,5.15,5.15,1.6389967146756448,4.238204377030537,0.0
2006,5.15,WV,70.96666666666667,5.15,5.15,1.6389967146756448,4.262210283231324,0.0
2007,5.85,WV,71.65833333333333,5.85,5.85,1.766441661243765,4.271909453628851,0.6999999999999993
2008,6.55,WV,72.875,6.55,6.55,1.8794650496471605,4.288745644670657,0.7000000000000002
2009,7.25,WV,71.88333333333334,7.25,7.25,1.9810014688665833,4.275044434425743,0.7000000000000002
2010,7.25,WV,72.13333333333334,7.25,7.25,1.9810014688665833,4.278516258304217,0.0
2011,7.25,WV,72.86666666666666,7.25,7.25,1.9810014688665833,4.288631287074328,0.0
2012,7.25,WV,74.30833333333334,7.25,7.25,1.9810014688665833,4.308223103352834,0.0
2013,7.25,WV,74.64166666666667,7.25,7.25,1.9810014688665833,4.312698885693149,0.0
2014,7.25,WV,74.325,7.25,7.25,1.9810014688665833,4.308447368884162,0.0
2015,8.0,WV,74.58333333333333,7.25,8.0,2.0794415416798357,4.311917068486855,0.75
2016,8.75,WV,74.36666666666666,7.25,8.75,2.169053700369523,4.3090078127703775,0.75
2017,8.75,WV,74.30833333333334,7.25,8.75,2.169053700369523,4.308223103352834,0.0
2018,8.75,WV,74.22500000000001,7.25,8.75,2.169053700369523,4.3071010206498235,0.0
2019,8.75,WV,75.10833333333333,7.25,8.75,2.169053700369523,4.318931515774364,0.0
2020,8.75,WV,61.46666666666667,7.25,8.75,2.169053700369523,4.1184950224543835,0.0
2021,8.75,WV,67.25833333333334,7.25,8.75,2.169053700369523,4.208540926542327,0.0
2022,8.75,WV,70.14166666666667,7.25,8.75,2.169053700369523,4.25051700642953,0.0
2023,8.75,WV,71.675,7.25,8.75,2.169053700369523,4.272142011769433,0.0
2000,1.6,WY,29.958333333333332,5.15,5.15,1.6389967146756448,3.399807527373101,
2001,1.6,WY,29.675,5.15,5.15,1.6389967146756448,3.390304940495732,0.0
2002,5.15,WY,30.258333333333336,5.15,5.15,1.6389967146756448,3.40977162863229,0.0
2003,5.15,WY,30.741666666666664,5.15,5.15,1.6389967146756448,3.4256189548146296,0.0
2004,5.15,WY,31.508333333333336,5.15,5.15,1.6389967146756448,3.450252061108887,0.0
2005,5.15,WY,32.05,5.15,5.15,1.6389967146756448,3.467297183366679,0.0
2006,5.15,WY,32.59166666666667,5.15,5.15,1.6389967146756448,3.484056631973468,0.0
2007,5.15,WY,33.46666666666667,5.85,5.85,1.766441661243765,3.5105499185895193,0.6999999999999993
2008,5.15,WY,34.475,6.55,6.55,1.8794650496471605,3.5402344236793657,0.7000000000000002
2009,5.15,WY,32.949999999999996,7.25,7.25,1.9810014688665833,3.4949912609485163,0.7000000000000002
2010,5.15,WY,32.61666666666667,7.25,7.25,1.9810014688665833,3.4848234051739757,0.0
2011,5.15,WY,33.050000000000004,7.25,7.25,1.9810014688665833,3.4980215662976955,0.0
2012,5.15,WY,33.9,7.25,7.25,1.9810014688665833,3.5234150143864045,0.0
2013,5.15,WY,34.61666666666667,7.25,7.25,1.9810014688665833,3.5443352616540116,0.0
2014,5.15,WY,35.391666666666666,7.25,7.25,1.9810014688665833,3.566476387531225,0.0
2015,5.15,WY,36.15,7.25,7.25,1.9810014688665833,3.5876769486047735,0.0
2016,5.15,WY,35.833333333333336,7.25,7.25,1.9810014688665833,3.578878558899608,0.0
2017,5.15,WY,36.333333333333336,7.25,7.25,1.9810014688665833,3.592735593561034,0.0
2018,5.15,WY,36.449999999999996,7.25,7.25,1.9810014688665833,3.595941458454667,0.0
2019,7.25,WY,37.15,7.25,7.25,1.9810014688665833,3.6149637711637683,0.0
2020,7.25,WY,32.324999999999996,7.25,7.25,1.9810014688665833,3.475840924657921,0.0
2021,7.25,WY,35.825,7.25,7.25,1.9810014688665833,3.5786459737142358,0.0
2022,7.25,WY,37.375,7.25,7.25,1.9810014688665833,3.6210020317108507,0.0
2023,7.25,WY,38.275,7.25,7.25,1.9810014688665833,3.6447969415437473,0.0
